EXPLAIN
TAG	LSV
TITLE	LABEL	Linear Sweep Voltammetry	Test &Identifier
DATE	LABEL	1/12/2021	Date
TIME	LABEL	10:44:03	Time
NOTES	NOTES	1	&Notes...
	Ni foam_anode_Pt_cathode in 1M KOH
PSTAT	PSTAT	My Pstat	Potentiostat
VINIT	POTEN	7.00000E-001	F	&Initial E (V)
VFINAL	POTEN	1.50000E+000	F	&Final E (V)
SCANRATE	QUANT	9.99998E-001	&Scan Rate (mV/s)
STEPSIZE	QUANT	1.00000E+000	St&ep Size (mV)
IMODE	SELECTOR	1	I/E Range &Mode
IRANGE	QUANT	2.00000E+003	&Max Current (mA)
AREA	QUANT	1.69000E+000	Electrode &Area (cm^2)
ELECTRODETYPE	SELECTOR	0	Electrode Type
STRIPPING	TOGGLE	F	Used for Stripping
POLARITY	TOGGLE	F	Signal Polarity
CONDIT	TWOPARAM	F	1.50000E+001	0.00000E+000	Conditionin&g	Time(s)	E(V)
DELAY	TWOPARAM	F	3.00000E+001	0.00000E+000	Init. De&lay	Time(s)	Stab.(mV/s)
EQDELAY	QUANT	5.00000E+000	Equil. &Time (s)
IRCOMP	SELECTOR	0	IRCom&p
PFCOR	QUANT	5.00000E+001	PF Corr. (ohm)
SAMPLINGMODE	SELECTOR	1	Sampling &Mode
EOC	QUANT	0	Open Circuit (V)
PSTATMODEL	IQUANT	5	Pstat Model
PSTATSECTION	LABEL	REF3000-14115	Pstat Section
PSTATSERIALNO	LABEL	14115	Pstat Serial Number
CTRLMODE	IQUANT	1	Control Mode
IESTAB	IQUANT	2	I/E Stability
CASPEED	IQUANT	2	Control Amp Speed
CONVENTION	IQUANT	1	Current Convention
ICHRANGE	IQUANT	2	Ich Range
ICHRANGEMODE	TOGGLE	F	Ich Auto Range
ICHOFFSETENABLE	TOGGLE	F	Ich Offset Enable
ICHOFFSET	QUANT	0	Ich Offset (V)
ICHFILTER	IQUANT	3	Ich Filter
VCHRANGE	IQUANT	2	Vch Range
VCHRANGEMODE	TOGGLE	T	Vch Auto Range
VCHOFFSETENABLE	TOGGLE	F	Vch Offset Enable
VCHOFFSET	QUANT	0	Vch Offset (V)
VCHFILTER	IQUANT	3	Vch Filter
ACHRANGE	IQUANT	2	Ach Range
ACHOFFSETENABLE	TOGGLE	F	Ach Offset Enable
ACHOFFSET	QUANT	0	Ach Offset (V)
ACHFILTER	IQUANT	1	Ach Filter
IERANGELOWERLIMIT	IQUANT	2	I/E Range Lower Limit
IERANGEMODE	TOGGLE	F	I/E AutoRange
IERANGE	IQUANT	12	I/E Range
POSFEEDENABLE	TOGGLE	F	Positive Feedback IR Comp
POSFEEDRESISTANCE	QUANT	0	Positive Feedback Resistance (ohm)
ACHSELECT	IQUANT	0	Ach Select
CABLEID	IQUANT	13	Cable ID
DCCALDATE	LABEL	2/23/2015	DC Calibration Date
ACCALDATE	LABEL		AC Calibration Date
THERMOSELECT	IQUANT	1	Thermo Select
FRAMEWORKVERSION	QUANT	6.21	Framework Version
INSTRUMENTVERSION	LABEL	3.20	Instrument Version
COMPLIANCEVOLTAGE	IQUANT	0	Compliance Voltage
CURVE	TABLE	801
	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over	Cycle
	444	445	1.14278E+000	2.96355E-002	0.00000E+000	1.14400E+000	4.73335E-004	12	...........	0
	445	446	1.14371E+000	2.96366E-002	0.00000E+000	1.14500E+000	5.75017E-004	12	...........	0
	446	447	1.14478E+000	2.96422E-002	0.00000E+000	1.14600E+000	4.83952E-004	12	...........	0
	447	448	1.14586E+000	2.96413E-002	0.00000E+000	1.14700E+000	4.84977E-004	12	...........	0
	448	449	1.14678E+000	2.96681E-002	0.00000E+000	1.14800E+000	5.52193E-004	12	...........	0
	449	450	1.14770E+000	2.97097E-002	0.00000E+000	1.14900E+000	4.74586E-004	12	...........	0
	450	451	1.14877E+000	2.98039E-002	0.00000E+000	1.15000E+000	5.48301E-004	12	...........	0
	451	452	1.14987E+000	2.98601E-002	0.00000E+000	1.15100E+000	5.51559E-004	12	...........	0
	452	453	1.15081E+000	2.98464E-002	0.00000E+000	1.15200E+000	4.63752E-004	12	...........	0
	453	454	1.15172E+000	2.98906E-002	0.00000E+000	1.15300E+000	5.69559E-004	12	...........	0
	454	455	1.15283E+000	2.99245E-002	0.00000E+000	1.15400E+000	4.94452E-004	12	...........	0
	455	456	1.15387E+000	2.98907E-002	0.00000E+000	1.15500E+000	4.89094E-004	12	...........	0
	456	457	1.15484E+000	2.99539E-002	0.00000E+000	1.15600E+000	5.78826E-004	12	...........	0
	457	458	1.15582E+000	3.00024E-002	0.00000E+000	1.15700E+000	4.87002E-004	12	...........	0
	458	459	1.15687E+000	3.01308E-002	0.00000E+000	1.15800E+000	5.54993E-004	12	...........	0
	459	460	1.15789E+000	3.01343E-002	0.00000E+000	1.15900E+000	5.57992E-004	12	...........	0
	460	461	1.15886E+000	3.03464E-002	0.00000E+000	1.16000E+000	4.80319E-004	12	...........	0
	461	462	1.15987E+000	3.04383E-002	0.00000E+000	1.16100E+000	5.79792E-004	12	...........	0
	462	463	1.16087E+000	3.04823E-002	0.00000E+000	1.16200E+000	4.91677E-004	12	...........	0
	463	464	1.16187E+000	3.04969E-002	0.00000E+000	1.16300E+000	4.92902E-004	12	...........	0
	464	465	1.16293E+000	3.06188E-002	0.00000E+000	1.16400E+000	5.43651E-004	12	...........	0
	465	466	1.16387E+000	3.07294E-002	0.00000E+000	1.16500E+000	4.73585E-004	12	...........	0
	466	467	1.16489E+000	3.07512E-002	0.00000E+000	1.16600E+000	4.75977E-004	12	...........	0
	467	468	1.16596E+000	3.08036E-002	0.00000E+000	1.16700E+000	4.90694E-004	12	...........	0
	468	469	1.16672E+000	3.11470E-002	0.00000E+000	1.16800E+000	5.02802E-004	12	...........	0
	469	470	1.16779E+000	3.11219E-002	0.00000E+000	1.16900E+000	5.60559E-004	12	...........	0
	470	471	1.16873E+000	3.12390E-002	0.00000E+000	1.17000E+000	4.88144E-004	12	...........	0
	471	472	1.16985E+000	3.12419E-002	0.00000E+000	1.17100E+000	5.16343E-004	12	...........	0
	472	473	1.17077E+000	3.12490E-002	0.00000E+000	1.17200E+000	5.48334E-004	12	...........	0
	473	474	1.17171E+000	3.12437E-002	0.00000E+000	1.17300E+000	4.95727E-004	12	...........	0
	474	475	1.17274E+000	3.12623E-002	0.00000E+000	1.17400E+000	5.62909E-004	12	...........	0
	475	476	1.17385E+000	3.13001E-002	0.00000E+000	1.17500E+000	5.79459E-004	12	...........	0
	476	477	1.17478E+000	3.13371E-002	0.00000E+000	1.17600E+000	4.83210E-004	12	...........	0
	477	478	1.17573E+000	3.14193E-002	0.00000E+000	1.17700E+000	5.76251E-004	12	...........	0
	478	479	1.17674E+000	3.14979E-002	0.00000E+000	1.17800E+000	4.84552E-004	12	...........	0
	479	480	1.17785E+000	3.14643E-002	0.00000E+000	1.17900E+000	4.92560E-004	12	...........	0
	480	481	1.17884E+000	3.15317E-002	0.00000E+000	1.18000E+000	5.61184E-004	12	...........	0
	481	482	1.17978E+000	3.15191E-002	0.00000E+000	1.18100E+000	4.85552E-004	12	...........	0
	482	483	1.18081E+000	3.15440E-002	0.00000E+000	1.18200E+000	5.60434E-004	12	...........	0
	483	484	1.18189E+000	3.15466E-002	0.00000E+000	1.18300E+000	5.44109E-004	12	...........	0
	484	485	1.18282E+000	3.16532E-002	0.00000E+000	1.18400E+000	5.00985E-004	12	...........	0
	485	486	1.18385E+000	3.17808E-002	0.00000E+000	1.18500E+000	5.64667E-004	12	...........	0
	486	487	1.18484E+000	3.18159E-002	0.00000E+000	1.18600E+000	5.00185E-004	12	...........	0
	487	488	1.18586E+000	3.18862E-002	0.00000E+000	1.18700E+000	5.02043E-004	12	...........	0
	488	489	1.18690E+000	3.20142E-002	0.00000E+000	1.18800E+000	5.53576E-004	12	...........	0
	489	490	1.18786E+000	3.20812E-002	0.00000E+000	1.18900E+000	4.88927E-004	12	...........	0
	490	491	1.18883E+000	3.21912E-002	0.00000E+000	1.19000E+000	5.74751E-004	12	...........	0
	491	492	1.18987E+000	3.22468E-002	0.00000E+000	1.19100E+000	4.94618E-004	12	...........	0
	492	493	1.19077E+000	3.22794E-002	0.00000E+000	1.19200E+000	4.80719E-004	12	...........	0
	493	494	1.19175E+000	3.23394E-002	0.00000E+000	1.19300E+000	5.50484E-004	12	...........	0
	494	495	1.19270E+000	3.26554E-002	0.00000E+000	1.19400E+000	4.81477E-004	12	...........	0
	495	496	1.19382E+000	3.28155E-002	0.00000E+000	1.19500E+000	5.24860E-004	12	...........	0
	496	497	1.19475E+000	3.27979E-002	0.00000E+000	1.19600E+000	5.75234E-004	12	...........	0
	497	498	1.19569E+000	3.28445E-002	0.00000E+000	1.19700E+000	4.96760E-004	12	...........	0
	498	499	1.19668E+000	3.28470E-002	0.00000E+000	1.19800E+000	5.77376E-004	12	...........	0
	499	500	1.19783E+000	3.28481E-002	0.00000E+000	1.19900E+000	5.50518E-004	12	...........	0
	500	501	1.19874E+000	3.28471E-002	0.00000E+000	1.20000E+000	4.77627E-004	12	...........	0
	501	502	1.19971E+000	3.28711E-002	0.00000E+000	1.20100E+000	5.76617E-004	12	...........	0
	502	503	1.20070E+000	3.28972E-002	0.00000E+000	1.20200E+000	4.98635E-004	12	...........	0
	503	504	1.20182E+000	3.29186E-002	0.00000E+000	1.20300E+000	5.12802E-004	12	...........	0
	504	505	1.20275E+000	3.30163E-002	0.00000E+000	1.20400E+000	5.77234E-004	12	...........	0
	505	506	1.20373E+000	3.30323E-002	0.00000E+000	1.20500E+000	4.91544E-004	12	...........	0
	506	507	1.20477E+000	3.30781E-002	0.00000E+000	1.20600E+000	5.62809E-004	12	...........	0
	507	508	1.20585E+000	3.31266E-002	0.00000E+000	1.20700E+000	5.66026E-004	12	...........	0
	508	509	1.20677E+000	3.31231E-002	0.00000E+000	1.20800E+000	4.83260E-004	12	...........	0
	509	510	1.20781E+000	3.31542E-002	0.00000E+000	1.20900E+000	5.72167E-004	12	...........	0
	510	511	1.20879E+000	3.31612E-002	0.00000E+000	1.21000E+000	4.83135E-004	12	...........	0
	511	512	1.20984E+000	3.31898E-002	0.00000E+000	1.21100E+000	5.04668E-004	12	...........	0
	512	513	1.21085E+000	3.32805E-002	0.00000E+000	1.21200E+000	5.64934E-004	12	...........	0
	513	514	1.21183E+000	3.34762E-002	0.00000E+000	1.21300E+000	4.71252E-004	12	...........	0
	514	515	1.21280E+000	3.35843E-002	0.00000E+000	1.21400E+000	5.60559E-004	12	...........	0
	515	516	1.21385E+000	3.35720E-002	0.00000E+000	1.21500E+000	5.07602E-004	12	...........	0
	516	517	1.21483E+000	3.37042E-002	0.00000E+000	1.21600E+000	5.00343E-004	12	...........	0
	517	518	1.21584E+000	3.37957E-002	0.00000E+000	1.21700E+000	5.30776E-004	12	...........	0
	518	519	1.21670E+000	3.38899E-002	0.00000E+000	1.21800E+000	4.58477E-004	12	...........	0
	519	520	1.21779E+000	3.41089E-002	0.00000E+000	1.21900E+000	5.09860E-004	12	...........	0
	520	521	1.21874E+000	3.39873E-002	0.00000E+000	1.22000E+000	5.56101E-004	12	...........	0
	521	522	1.21968E+000	3.43918E-002	0.00000E+000	1.22100E+000	4.95743E-004	12	...........	0
	522	523	1.22065E+000	3.42707E-002	0.00000E+000	1.22200E+000	5.72526E-004	12	...........	0
	523	524	1.22179E+000	3.44165E-002	0.00000E+000	1.22300E+000	5.41918E-004	12	...........	0
	524	525	1.22272E+000	3.44483E-002	0.00000E+000	1.22400E+000	4.83152E-004	12	...........	0
	525	526	1.22369E+000	3.44506E-002	0.00000E+000	1.22500E+000	5.97750E-004	12	...........	0
	526	527	1.22467E+000	3.44527E-002	0.00000E+000	1.22600E+000	4.86819E-004	12	...........	0
	527	528	1.22578E+000	3.44635E-002	0.00000E+000	1.22700E+000	5.23451E-004	12	...........	0
	528	529	1.22673E+000	3.45090E-002	0.00000E+000	1.22800E+000	5.47068E-004	12	...........	0
	529	530	1.22769E+000	3.45715E-002	0.00000E+000	1.22900E+000	4.74960E-004	12	...........	0
	530	531	1.22865E+000	3.46306E-002	0.00000E+000	1.23000E+000	5.72476E-004	12	...........	0
	531	532	1.22977E+000	3.46536E-002	0.00000E+000	1.23100E+000	5.44026E-004	12	...........	0
	532	533	1.23071E+000	3.46510E-002	0.00000E+000	1.23200E+000	4.93760E-004	12	...........	0
	533	534	1.23174E+000	3.47273E-002	0.00000E+000	1.23300E+000	5.94517E-004	12	...........	0
	534	535	1.23270E+000	3.47393E-002	0.00000E+000	1.23400E+000	4.76035E-004	12	...........	0
	535	536	1.23377E+000	3.47374E-002	0.00000E+000	1.23500E+000	5.31976E-004	12	...........	0
	536	537	1.23477E+000	3.47516E-002	0.00000E+000	1.23600E+000	5.54468E-004	12	...........	0
	537	538	1.23573E+000	3.48125E-002	0.00000E+000	1.23700E+000	4.81352E-004	12	...........	0
	538	539	1.23671E+000	3.51806E-002	0.00000E+000	1.23800E+000	5.68334E-004	12	...........	0
	539	540	1.23777E+000	3.49090E-002	0.00000E+000	1.23900E+000	5.07585E-004	12	...........	0
	540	541	1.23873E+000	3.51434E-002	0.00000E+000	1.24000E+000	4.89652E-004	12	...........	0
	541	542	1.23979E+000	3.52903E-002	0.00000E+000	1.24100E+000	5.61951E-004	12	...........	0
	542	543	1.24072E+000	3.53989E-002	0.00000E+000	1.24200E+000	4.81169E-004	12	...........	0
	543	544	1.24176E+000	3.54483E-002	0.00000E+000	1.24300E+000	5.09993E-004	12	...........	0
	544	545	1.24283E+000	3.54111E-002	0.00000E+000	1.24400E+000	4.88177E-004	12	...........	0
	545	546	1.24361E+000	3.59736E-002	0.00000E+000	1.24500E+000	4.87760E-004	12	...........	0
	546	547	1.24454E+000	3.56345E-002	0.00000E+000	1.24600E+000	5.82909E-004	12	...........	0
	547	548	1.24567E+000	3.59676E-002	0.00000E+000	1.24700E+000	5.09452E-004	12	...........	0
	548	549	1.24668E+000	3.60372E-002	0.00000E+000	1.24800E+000	4.74194E-004	12	...........	0
	549	550	1.24763E+000	3.59872E-002	0.00000E+000	1.24900E+000	5.82992E-004	12	...........	0
	550	551	1.24853E+000	3.60522E-002	0.00000E+000	1.25000E+000	4.74735E-004	12	...........	0
	551	552	1.24968E+000	3.60541E-002	0.00000E+000	1.25100E+000	5.16126E-004	12	...........	0
	552	553	1.25069E+000	3.60567E-002	0.00000E+000	1.25200E+000	5.54176E-004	12	...........	0
	553	554	1.25166E+000	3.60661E-002	0.00000E+000	1.25300E+000	4.50419E-004	12	...........	0
	554	555	1.25254E+000	3.60657E-002	0.00000E+000	1.25400E+000	5.39151E-004	12	...........	0
	555	556	1.25369E+000	3.61016E-002	0.00000E+000	1.25500E+000	4.98610E-004	12	...........	0
	556	557	1.25469E+000	3.61521E-002	0.00000E+000	1.25600E+000	4.66277E-004	12	...........	0
	557	558	1.25568E+000	3.61927E-002	0.00000E+000	1.25700E+000	5.59209E-004	12	...........	0
	558	559	1.25664E+000	3.62356E-002	0.00000E+000	1.25800E+000	4.55794E-004	12	...........	0
	559	560	1.25773E+000	3.62886E-002	0.00000E+000	1.25900E+000	5.09418E-004	12	...........	0
	560	561	1.25872E+000	3.63404E-002	0.00000E+000	1.26000E+000	5.54668E-004	12	...........	0
	561	562	1.25969E+000	3.62983E-002	0.00000E+000	1.26100E+000	4.72110E-004	12	...........	0
	562	563	1.26069E+000	3.63429E-002	0.00000E+000	1.26200E+000	5.36034E-004	12	...........	0
	563	564	1.26174E+000	3.63564E-002	0.00000E+000	1.26300E+000	4.99393E-004	12	...........	0
	564	565	1.26270E+000	3.64238E-002	0.00000E+000	1.26400E+000	4.61561E-004	12	...........	0
	565	566	1.26375E+000	3.65009E-002	0.00000E+000	1.26500E+000	5.57209E-004	12	...........	0
	566	567	1.26470E+000	3.64997E-002	0.00000E+000	1.26600E+000	4.74927E-004	12	...........	0
	567	568	1.26573E+000	3.66790E-002	0.00000E+000	1.26700E+000	5.24826E-004	12	...........	0
	568	569	1.26681E+000	3.65465E-002	0.00000E+000	1.26800E+000	4.57227E-004	12	...........	0
	569	570	1.26753E+000	3.71254E-002	0.00000E+000	1.26900E+000	5.07243E-004	12	...........	0
	570	571	1.26860E+000	3.69703E-002	0.00000E+000	1.27000E+000	5.75784E-004	12	...........	0
	571	572	1.26962E+000	3.73048E-002	0.00000E+000	1.27100E+000	4.99493E-004	12	...........	0
	572	573	1.27068E+000	3.76308E-002	0.00000E+000	1.27200E+000	4.99110E-004	12	...........	0
	573	574	1.27159E+000	3.74603E-002	0.00000E+000	1.27300E+000	5.89367E-004	12	...........	0
	574	575	1.27253E+000	3.76548E-002	0.00000E+000	1.27400E+000	4.92577E-004	12	...........	0
	575	576	1.27362E+000	3.76071E-002	0.00000E+000	1.27500E+000	5.59051E-004	12	...........	0
	576	577	1.27470E+000	3.76516E-002	0.00000E+000	1.27600E+000	5.58818E-004	12	...........	0
	577	578	1.27562E+000	3.76539E-002	0.00000E+000	1.27700E+000	4.80244E-004	12	...........	0
	578	579	1.27659E+000	3.76544E-002	0.00000E+000	1.27800E+000	5.81867E-004	12	...........	0
	579	580	1.27763E+000	3.76603E-002	0.00000E+000	1.27900E+000	5.11077E-004	12	...........	0
	580	581	1.27867E+000	3.76613E-002	0.00000E+000	1.28000E+000	5.06193E-004	12	...........	0
	581	582	1.27963E+000	3.76881E-002	0.00000E+000	1.28100E+000	5.69167E-004	12	...........	0
	582	583	1.28061E+000	3.77198E-002	0.00000E+000	1.28200E+000	4.79744E-004	12	...........	0
	583	584	1.28170E+000	3.77674E-002	0.00000E+000	1.28300E+000	5.71034E-004	12	...........	0
	584	585	1.28270E+000	3.77978E-002	0.00000E+000	1.28400E+000	6.08175E-004	12	...........	0
	585	586	1.28366E+000	3.78615E-002	0.00000E+000	1.28500E+000	4.88069E-004	12	...........	0
	586	587	1.28467E+000	3.78703E-002	0.00000E+000	1.28600E+000	5.87567E-004	12	...........	0
	587	588	1.28571E+000	3.79429E-002	0.00000E+000	1.28700E+000	5.20010E-004	12	...........	0
	588	589	1.28669E+000	3.80496E-002	0.00000E+000	1.28800E+000	5.03027E-004	12	...........	0
	589	590	1.28773E+000	3.82472E-002	0.00000E+000	1.28900E+000	5.93884E-004	12	...........	0
	590	591	1.28868E+000	3.83683E-002	0.00000E+000	1.29000E+000	4.90802E-004	12	...........	0
	591	592	1.28970E+000	3.83901E-002	0.00000E+000	1.29100E+000	5.72001E-004	12	...........	0
	592	593	1.29074E+000	3.84773E-002	0.00000E+000	1.29200E+000	5.38318E-004	12	...........	0
	593	594	1.29172E+000	3.85183E-002	0.00000E+000	1.29300E+000	5.04943E-004	12	...........	0
	594	595	1.29268E+000	3.85803E-002	0.00000E+000	1.29400E+000	5.52368E-004	12	...........	0
	595	596	1.29356E+000	3.86518E-002	0.00000E+000	1.29500E+000	4.88410E-004	12	...........	0
	596	597	1.29466E+000	3.87175E-002	0.00000E+000	1.29600E+000	5.24585E-004	12	...........	0
	597	598	1.29562E+000	3.87455E-002	0.00000E+000	1.29700E+000	5.84850E-004	12	...........	0
	598	599	1.29652E+000	3.88365E-002	0.00000E+000	1.29800E+000	5.20626E-004	12	...........	0
	599	600	1.29754E+000	3.89016E-002	0.00000E+000	1.29900E+000	5.85825E-004	12	...........	0
	600	601	1.29865E+000	3.89926E-002	0.00000E+000	1.30000E+000	5.90417E-004	12	...........	0
	601	602	1.29958E+000	3.90653E-002	0.00000E+000	1.30100E+000	4.84902E-004	12	...........	0
	602	603	1.30053E+000	3.90805E-002	0.00000E+000	1.30200E+000	5.91109E-004	12	...........	0
	603	604	1.30158E+000	3.91677E-002	0.00000E+000	1.30300E+000	5.05818E-004	12	...........	0
	604	605	1.30265E+000	3.92094E-002	0.00000E+000	1.30400E+000	5.12085E-004	12	...........	0
	605	606	1.30359E+000	3.92530E-002	0.00000E+000	1.30500E+000	5.91450E-004	12	...........	0
	606	607	1.30451E+000	3.93228E-002	0.00000E+000	1.30600E+000	4.94210E-004	12	...........	0
	607	608	1.30557E+000	3.93443E-002	0.00000E+000	1.30700E+000	5.58284E-004	12	...........	0
	608	609	1.30667E+000	3.94097E-002	0.00000E+000	1.30800E+000	5.90367E-004	12	...........	0
	609	610	1.30761E+000	3.94831E-002	0.00000E+000	1.30900E+000	4.79977E-004	12	...........	0
	610	611	1.30865E+000	3.95042E-002	0.00000E+000	1.31000E+000	5.71801E-004	12	...........	0
	611	612	1.30966E+000	3.95949E-002	0.00000E+000	1.31100E+000	5.12718E-004	12	...........	0
	612	613	1.31067E+000	3.97122E-002	0.00000E+000	1.31200E+000	5.20176E-004	12	...........	0
	613	614	1.31172E+000	3.97483E-002	0.00000E+000	1.31300E+000	5.87342E-004	12	...........	0
	614	615	1.31266E+000	3.98235E-002	0.00000E+000	1.31400E+000	4.74652E-004	12	...........	0
	615	616	1.31366E+000	3.97076E-002	0.00000E+000	1.31500E+000	5.58151E-004	12	...........	0
	616	617	1.31469E+000	3.97376E-002	0.00000E+000	1.31600E+000	5.68867E-004	12	...........	0
	617	618	1.31567E+000	3.98227E-002	0.00000E+000	1.31700E+000	5.06393E-004	12	...........	0
	618	619	1.31667E+000	3.98869E-002	0.00000E+000	1.31800E+000	5.90117E-004	12	...........	0
	619	620	1.31767E+000	3.99756E-002	0.00000E+000	1.31900E+000	5.00018E-004	12	...........	0
	620	621	1.31875E+000	4.00304E-002	0.00000E+000	1.32000E+000	5.01760E-004	12	...........	0
	621	622	1.31972E+000	4.00709E-002	0.00000E+000	1.32100E+000	5.16093E-004	12	...........	0
	622	623	1.32050E+000	4.01054E-002	0.00000E+000	1.32200E+000	5.01102E-004	12	...........	0
	623	624	1.32152E+000	4.01400E-002	0.00000E+000	1.32300E+000	5.60601E-004	12	...........	0
	624	625	1.32269E+000	4.02300E-002	0.00000E+000	1.32400E+000	5.47309E-004	12	...........	0
	625	626	1.32353E+000	4.02939E-002	0.00000E+000	1.32500E+000	5.15810E-004	12	...........	0
	626	627	1.32460E+000	4.03354E-002	0.00000E+000	1.32600E+000	5.96109E-004	12	...........	0
	627	628	1.32552E+000	4.04585E-002	0.00000E+000	1.32700E+000	4.95619E-004	12	...........	0
	628	629	1.32664E+000	4.05763E-002	0.00000E+000	1.32800E+000	5.18085E-004	12	...........	0
	629	630	1.32756E+000	4.06336E-002	0.00000E+000	1.32900E+000	5.64359E-004	12	...........	0
	630	631	1.32850E+000	4.07090E-002	0.00000E+000	1.33000E+000	4.89210E-004	12	...........	0
	631	632	1.32953E+000	4.06631E-002	0.00000E+000	1.33100E+000	5.74276E-004	12	...........	0
	632	633	1.33063E+000	4.07015E-002	0.00000E+000	1.33200E+000	5.88184E-004	12	...........	0
	633	634	1.33157E+000	4.08675E-002	0.00000E+000	1.33300E+000	5.04102E-004	12	...........	0
	634	635	1.33265E+000	4.08809E-002	0.00000E+000	1.33400E+000	5.82367E-004	12	...........	0
	635	636	1.33364E+000	4.08993E-002	0.00000E+000	1.33500E+000	5.07152E-004	12	...........	0
	636	637	1.33466E+000	4.09693E-002	0.00000E+000	1.33600E+000	4.93385E-004	12	...........	0
	637	638	1.33563E+000	4.10602E-002	0.00000E+000	1.33700E+000	5.75709E-004	12	...........	0
	638	639	1.33663E+000	4.10855E-002	0.00000E+000	1.33800E+000	4.73352E-004	12	...........	0
	639	640	1.33763E+000	4.11191E-002	0.00000E+000	1.33900E+000	5.47193E-004	12	...........	0
	640	641	1.33868E+000	4.11737E-002	0.00000E+000	1.34000E+000	5.43243E-004	12	...........	0
	641	642	1.33963E+000	4.12227E-002	0.00000E+000	1.34100E+000	4.94452E-004	12	...........	0
	642	643	1.34066E+000	4.12833E-002	0.00000E+000	1.34200E+000	5.59101E-004	12	...........	0
	643	644	1.34164E+000	4.14448E-002	0.00000E+000	1.34300E+000	4.77860E-004	12	...........	0
	644	645	1.34265E+000	4.14283E-002	0.00000E+000	1.34400E+000	5.00527E-004	12	...........	0
	645	646	1.34375E+000	4.14702E-002	0.00000E+000	1.34500E+000	5.17951E-004	12	...........	0
	646	647	1.34461E+000	4.14956E-002	0.00000E+000	1.34600E+000	4.81735E-004	12	...........	0
	647	648	1.34551E+000	4.15764E-002	0.00000E+000	1.34700E+000	5.64109E-004	12	...........	0
	648	649	1.34665E+000	4.16191E-002	0.00000E+000	1.34800E+000	5.69442E-004	12	...........	0
	649	650	1.34751E+000	4.17349E-002	0.00000E+000	1.34900E+000	5.12402E-004	12	...........	0
	650	651	1.34850E+000	4.18005E-002	0.00000E+000	1.35000E+000	6.12750E-004	12	...........	0
	651	652	1.34950E+000	4.18350E-002	0.00000E+000	1.35100E+000	5.04918E-004	12	...........	0
	652	653	1.35062E+000	4.19085E-002	0.00000E+000	1.35200E+000	5.09535E-004	12	...........	0
	653	654	1.35157E+000	4.19161E-002	0.00000E+000	1.35300E+000	5.81876E-004	12	...........	0
	654	655	1.35250E+000	4.19406E-002	0.00000E+000	1.35400E+000	5.05193E-004	12	...........	0
	655	656	1.35350E+000	4.19998E-002	0.00000E+000	1.35500E+000	5.78759E-004	12	...........	0
	656	657	1.35463E+000	4.20719E-002	0.00000E+000	1.35600E+000	5.87625E-004	12	...........	0
	657	658	1.35555E+000	4.21985E-002	0.00000E+000	1.35700E+000	4.85052E-004	12	...........	0
	658	659	1.35651E+000	4.22907E-002	0.00000E+000	1.35800E+000	5.76117E-004	12	...........	0
	659	660	1.35756E+000	4.24186E-002	0.00000E+000	1.35900E+000	4.87910E-004	12	...........	0
	660	661	1.35864E+000	4.24299E-002	0.00000E+000	1.36000E+000	5.06943E-004	12	...........	0
	661	662	1.35962E+000	4.24567E-002	0.00000E+000	1.36100E+000	5.79851E-004	12	...........	0
	662	663	1.36061E+000	4.24991E-002	0.00000E+000	1.36200E+000	4.95877E-004	12	...........	0
	663	664	1.36160E+000	4.25225E-002	0.00000E+000	1.36300E+000	5.80384E-004	12	...........	0
	664	665	1.36266E+000	4.25900E-002	0.00000E+000	1.36400E+000	5.65426E-004	12	...........	0
	665	666	1.36359E+000	4.26296E-002	0.00000E+000	1.36500E+000	4.82627E-004	12	...........	0
	666	667	1.36465E+000	4.26537E-002	0.00000E+000	1.36600E+000	5.74884E-004	12	...........	0
	667	668	1.36561E+000	4.26727E-002	0.00000E+000	1.36700E+000	4.83094E-004	12	...........	0
	668	669	1.36664E+000	4.27680E-002	0.00000E+000	1.36800E+000	5.19185E-004	12	...........	0
	669	670	1.36772E+000	4.27878E-002	0.00000E+000	1.36900E+000	5.58001E-004	12	...........	0
	670	671	1.36864E+000	4.28222E-002	0.00000E+000	1.37000E+000	4.91444E-004	12	...........	0
	671	672	1.36961E+000	4.28734E-002	0.00000E+000	1.37100E+000	5.26185E-004	12	...........	0
	672	673	1.37076E+000	4.28848E-002	0.00000E+000	1.37200E+000	4.64861E-004	12	...........	0
	673	674	1.37149E+000	4.29706E-002	0.00000E+000	1.37300E+000	5.14502E-004	12	...........	0
	674	675	1.37253E+000	4.30889E-002	0.00000E+000	1.37400E+000	5.85309E-004	12	...........	0
	675	676	1.37350E+000	4.31523E-002	0.00000E+000	1.37500E+000	5.10368E-004	12	...........	0
	676	677	1.37461E+000	4.32350E-002	0.00000E+000	1.37600E+000	5.47009E-004	12	...........	0
	677	678	1.37561E+000	4.32616E-002	0.00000E+000	1.37700E+000	5.54134E-004	12	...........	0
	678	679	1.37648E+000	4.33349E-002	0.00000E+000	1.37800E+000	5.04660E-004	12	...........	0
	679	680	1.37749E+000	4.34025E-002	0.00000E+000	1.37900E+000	5.78851E-004	12	...........	0
	680	681	1.37860E+000	4.34448E-002	0.00000E+000	1.38000E+000	5.38193E-004	12	...........	0
	681	682	1.37953E+000	4.34749E-002	0.00000E+000	1.38100E+000	5.01560E-004	12	...........	0
